Open Timestamp,Open,High,Low,Close
2012.01.03 00:00:00,1.29357,1.3076,1.29343,1.30528
2012.01.04 00:00:00,1.30528,1.30718,1.28967,1.29295
2012.01.05 00:00:00,1.29295,1.29427,1.27688,1.27905
2012.01.06 00:00:00,1.27905,1.28116,1.26961,1.27136
2012.01.08 00:00:00,1.27136,1.27136,1.26649,1.26778
2012.01.09 00:00:00,1.26778,1.27843,1.26762,1.27712
2012.01.10 00:00:00,1.27712,1.28172,1.27415,1.2752
2012.01.11 00:00:00,1.2752,1.27892,1.26606,1.27204
2012.01.12 00:00:00,1.27204,1.28439,1.2698,1.28191
2012.01.13 00:00:00,1.28191,1.28772,1.26229,1.26742
2012.01.15 00:00:00,1.26742,1.26742,1.26314,1.26464
2012.01.16 00:00:00,1.26464,1.26865,1.26248,1.26648
2012.01.17 00:00:00,1.26648,1.28082,1.26634,1.27453
2012.01.18 00:00:00,1.27453,1.28668,1.2733,1.28627
2012.01.19 00:00:00,1.28627,1.29711,1.28381,1.296
2012.01.20 00:00:00,1.296,1.29853,1.28859,1.29273
2012.01.22 00:00:00,1.29273,1.29273,1.28743,1.28855
2012.01.23 00:00:00,1.28855,1.30515,1.28817,1.30237
2012.01.24 00:00:00,1.30237,1.30617,1.29523,1.30338
2012.01.25 00:00:00,1.30338,1.31194,1.29299,1.31051
2012.01.26 00:00:00,1.31051,1.3183,1.3087,1.3087
2012.01.27 00:00:00,1.3087,1.32327,1.30765,1.32119
2012.01.29 00:00:00,1.32119,1.32234,1.32046,1.32058
2012.01.30 00:00:00,1.32058,1.32096,1.30757,1.3137
2012.01.31 00:00:00,1.3137,1.3213,1.30409,1.30746
2012.02.01 00:00:00,1.30746,1.32175,1.3025,1.31684
2012.02.02 00:00:00,1.31684,1.31956,1.30843,1.31349
2012.02.03 00:00:00,1.31349,1.32046,1.30651,1.31484
2012.02.05 00:00:00,1.31484,1.31484,1.31106,1.3123
2012.02.06 00:00:00,1.3123,1.31403,1.30265,1.3117
2012.02.07 00:00:00,1.3117,1.32692,1.3088,1.32466
2012.02.08 00:00:00,1.32466,1.32873,1.3213,1.32462
2012.02.09 00:00:00,1.32462,1.33212,1.32255,1.32745
2012.02.10 00:00:00,1.32745,1.32898,1.31546,1.31961
2012.02.12 00:00:00,1.31961,1.32601,1.31961,1.32386
2012.02.13 00:00:00,1.32386,1.3283,1.31442,1.31532
2012.02.14 00:00:00,1.31532,1.32148,1.3079,1.31273
2012.02.15 00:00:00,1.31273,1.31896,1.30428,1.30541
2012.02.16 00:00:00,1.30541,1.3158,1.29732,1.31261
2012.02.17 00:00:00,1.31261,1.31966,1.31141,1.31405
2012.02.19 00:00:00,1.31405,1.3236,1.31405,1.32224
2012.02.20 00:00:00,1.32224,1.32757,1.31811,1.32064
2012.02.21 00:00:00,1.32064,1.32921,1.31856,1.32474
2012.02.22 00:00:00,1.32474,1.32659,1.321,1.32543
2012.02.23 00:00:00,1.32543,1.33773,1.32302,1.33729
2012.02.24 00:00:00,1.33729,1.34853,1.3356,1.34459
2012.02.26 00:00:00,1.34459,1.34775,1.34459,1.34662
2012.02.27 00:00:00,1.34662,1.3467,1.33651,1.34064
2012.02.28 00:00:00,1.34064,1.34786,1.3388,1.34775
2012.02.29 00:00:00,1.34775,1.34844,1.33136,1.33231
2012.03.01 00:00:00,1.33231,1.33552,1.3281,1.33256
2012.03.02 00:00:00,1.33256,1.33315,1.3186,1.31982
2012.03.04 00:00:00,1.31982,1.32041,1.31817,1.31843
2012.03.05 00:00:00,1.31843,1.32407,1.31592,1.32222
2012.03.06 00:00:00,1.32222,1.32246,1.31021,1.31186
2012.03.07 00:00:00,1.31186,1.3163,1.30953,1.31396
2012.03.08 00:00:00,1.31396,1.329,1.31341,1.32703
2012.03.09 00:00:00,1.32703,1.32711,1.30957,1.31164
2012.03.11 00:00:00,1.31164,1.31235,1.31014,1.31209
2012.03.12 00:00:00,1.31209,1.31714,1.30776,1.31686
2012.03.13 00:00:00,1.31686,1.31901,1.30507,1.30779
2012.03.14 00:00:00,1.30779,1.30891,1.30098,1.30193
2012.03.15 00:00:00,1.30193,1.31183,1.30027,1.30755
2012.03.16 00:00:00,1.30755,1.3186,1.30479,1.31702
2012.03.18 00:00:00,1.31702,1.31855,1.31702,1.31751
2012.03.19 00:00:00,1.31751,1.32641,1.31407,1.3228
2012.03.20 00:00:00,1.3228,1.3251,1.31713,1.3237
2012.03.21 00:00:00,1.3237,1.3284,1.31776,1.32163
2012.03.22 00:00:00,1.32163,1.32535,1.31323,1.32034
2012.03.23 00:00:00,1.32034,1.32924,1.31889,1.32658
2012.03.25 00:00:00,1.32658,1.32835,1.32633,1.32825
2012.03.26 00:00:00,1.32825,1.33667,1.31908,1.3356
2012.03.27 00:00:00,1.3356,1.33844,1.3311,1.33279
2012.03.28 00:00:00,1.33279,1.33726,1.32762,1.33245
2012.03.29 00:00:00,1.33245,1.3345,1.32506,1.33129
2012.03.30 00:00:00,1.33129,1.33755,1.33083,1.33387
2012.04.01 00:00:00,1.33387,1.33751,1.33387,1.33553
